0610010F05Rik	KIAA1841
Mmp16	MMP16
Mmp17	MMP17
Mmp19	MMP19
Mmp1a	MMP1
Mmp1b	MMP1
Mmp2	MMP2
Mmp20	MMP20
Mmp21	MMP21
Mmp23	MMP23B
Mmp24	MMP24
Mmp25	MMP25
Mmp27	MMP27
Mmp28	MMP28
Mmp3	MMP3
Mmp7	MMP7
Mmp8	MMP8
Mmp9	MMP9
Mmrn1	MMRN1
Mmrn2	MMRN2
Mms19	MMS19
Mms22l	MMS22L
Mmut	MMUT
Mn1	MN1
Mnat1	MNAT1
Mnd1	MND1
Mndal	MNDA
Mns1	MNS1
Mnt	MNT
Mnx1	MNX1
Moap1	MOAP1
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mob4	MOB4
Mobp	MOBP
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs3	MOCS3
Mog	MOG
Mogat1	MOGAT1
Mogat2	MOGAT2
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon1b	MON1B
Mon2	MON2
Morc1	MORC1
Morc2a	MORC2
Morc2b	MORC2
Morc3	MORC3
Morc4	MORC4
Morf4l1	MORF4L1
Morf4l2	MORF4L2
Morn1	MORN1
Morn2	MORN2
Morn3	MORN3
Morn4	MORN4
Morn5	MORN5
Mos	MOS
Mosmo	MOSMO
Mospd1	MOSPD1
Mospd2	MOSPD2
Mospd3	MOSPD3
Mov10	MOV10
Mov10l1	MOV10L1
Moxd1	MOXD1
Mpc1	MPC1
Mpc2	MPC2
Mpdu1	MPDU1
Mpdz	MPDZ
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph8	MPHOSPH8
Mphosph9	MPHOSPH9
Mpi	MPI
Mpig6b	MPIG6B
Mpl	MPL
Mplkip	MPLKIP
Mpnd	MPND
Mpo	MPO
Mpp1	MPP1
Mpp2	MPP2
Mpp3	MPP3
Mpp4	MPP4
Mpp5	MPP5
Mpp6	MPP6
Mpp7	MPP7
Mppe1	MPPE1
Mpped1	MPPED1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mpv17	MPV17
Mpv17l	MPV17L
Mpv17l2	MPV17L2
Mpz	MPZ
Mpzl1	MPZL1
Mpzl2	MPZL2
Mpzl3	MPZL3
Mr1	MR1
Mrap	MRAP
Mrap2	MRAP2
Mras	MRAS
Mrc1	MRC1
Mrc2	MRC2
Mre11a	MRE11
Mreg	MREG
Mrfap1	MRFAP1L1
Mrfap1	MRFAP1
Mrgbp	MRGBP
Mrgpra1	MRGPRX1
Mrgpra1	MRGPRX4
Mrgpra1	MRGPRX3
Mrgpra1	MRGPRX2
Mrgpra2a	MRGPRX1
Mrgpra2a	MRGPRX4
Mrgpra2a	MRGPRX3
Mrgpra2a	MRGPRX2
Mrgpra2b	MRGPRX1
Mrgpra2b	MRGPRX4
Mrgpra2b	MRGPRX3
Mrgpra2b	MRGPRX2
Mrgpra3	MRGPRX1
Mrgpra3	MRGPRX4
Mrgpra3	MRGPRX3
Mrgpra3	MRGPRX2
Mrgpra4	MRGPRX1
Mrgpra4	MRGPRX4
Mrgpra4	MRGPRX3
Mrgpra4	MRGPRX2
Mrgpra6	MRGPRX1
Mrgpra6	MRGPRX4
Mrgpra6	MRGPRX3
Mrgpra6	MRGPRX2
Mrgpra9	MRGPRX1
Mrgpra9	MRGPRX4
Mrgpra9	MRGPRX3
Mrgpra9	MRGPRX2
Mrgprb1	MRGPRX1
Mrgprb1	MRGPRX4
Mrgprb1	MRGPRX3
Mrgprb1	MRGPRX2
Mrgprb2	MRGPRX1
Mrgprb2	MRGPRX4
Mrgprb2	MRGPRX3
Mrgprb2	MRGPRX2
Mrgprb3	MRGPRX1
Mrgprb3	MRGPRX4
Mrgprb3	MRGPRX3
Mrgprb3	MRGPRX2
Mrgprb4	MRGPRX1
Mrgprb4	MRGPRX4
Mrgprb4	MRGPRX3
Mrgprb4	MRGPRX2
Mrgprb5	MRGPRX1
Mrgprb5	MRGPRX4
Mrgprb5	MRGPRX3
Mrgprb5	MRGPRX2
Mrgprb8	MRGPRX1
Mrgprb8	MRGPRX4
Mrgprb8	MRGPRX3
Mrgprb8	MRGPRX2
Mrgprd	MRGPRD
Mrgpre	MRGPRE
Mrgprf	MRGPRF
Mrgprg	MRGPRG
Mrgprx1	MRGPRX1
Mrgprx1	MRGPRX4
Mrgprx1	MRGPRX3
Mrgprx1	MRGPRX2
Mrgprx2	MRGPRX1
Mrgprx2	MRGPRX4
Mrgprx2	MRGPRX3
Mrgprx2	MRGPRX2
Mri1	MRI1
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrnip	MRNIP
Mro	MRO
Mroh1	MROH1
Mroh2a	MROH2A
Mroh2b	MROH2B
Mroh5	MROH5
Mroh6	MROH6
Mroh7	MROH7
Mroh7	MROH7-TTC4
Mroh8	MROH8
Mroh9	MROH9
Mrpl1	MRPL1
Mrpl10	MRPL10
Mrpl11	MRPL11
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl19	MRPL19
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl23	MRPL23
Mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl30	MRPL30
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl36	MRPL36
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl4	MRPL4
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl43	MRPL43
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl49	MRPL49
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl52	MRPL52
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl55	MRPL55
Mrpl57	MRPL57
Mrpl58	MRPL58
Mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps16	MRPS16
Mrps17	MRPS17
Mrps18a	MRPS18A
Mrps18b	MRPS18B
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps24	MRPS24
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps28	MRPS28
Mrps30	MRPS30
Mrps31	MRPS31
Mrps33	MRPS33
Mrps34	MRPS34
Mrps35	MRPS35
Mrps36	MRPS36
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrtfa	MRTFA
Mrtfb	MRTFB
Mrto4	MRTO4
Mrvi1	MRVI1
Ms4a1	MS4A1
Ms4a10	MS4A10
Ms4a12	MS4A12
Ms4a13	MS4A13
Ms4a14	MS4A14
Ms4a15	MS4A15
Ms4a18	MS4A18
Ms4a2	MS4A2
Ms4a3	MS4A3
Ms4a4a	MS4A4A
Ms4a4a	MS4A4E
Ms4a4b	MS4A4A
Ms4a4b	MS4A4E
Ms4a4c	MS4A4A
Ms4a4c	MS4A4E
Ms4a4d	MS4A4A
Ms4a4d	MS4A4E
Ms4a5	MS4A5
Ms4a6b	MS4A6A
Ms4a6c	MS4A6A
Ms4a6d	MS4A6A
Ms4a8a	MS4A8
Msantd1	MSANTD1
Msantd2	MSANTD2
Msantd3	MSANTD3
Msantd4	MSANTD4
Msc	MSC
Msgn1	MSGN1
Msh2	MSH2
Msh3	MSH3
Msh4	MSH4
Msh5	MSH5
Msh5	MSH5-SAPCD1
Msh6	MSH6
Msi1	MSI1
Msi2	MSI2
Msl1	MSL1
Msl2	MSL2
Msln	MSLN
Mslnl	MSLNL
Msmb	MSMB
Msmo1	MSMO1
Msmp	MSMP
Msn	MSN
Msr1	MSR1
Msra	MSRA
Msrb1	MSRB1
Msrb2	MSRB2
Msrb3	MSRB3
Mss51	MSS51
Mst1	MST1
Mst1r	MST1R
Mstn	MSTN
Msto1	MSTO1
Msx1	MSX1
Msx2	MSX2
mt-Atp6	MT-ATP6
mt-Atp8	MT-ATP8
mt-Co1	MT-CO1
mt-Co2	MT-CO2
mt-Co3	MT-CO3
mt-Cytb	MT-CYB
mt-Nd1	MT-ND1
mt-Nd2	MT-ND2
mt-Nd3	MT-ND3
mt-Nd4	MT-ND4
mt-Nd4l	MT-ND4L
mt-Nd5	MT-ND5
mt-Nd6	MT-ND6
Mt2	MT1M
Mt3	MT3
Mt4	MT4
Mta1	MTA1
Mta2	MTA2
Mta3	MTA3
Mtap	MTAP
Mtbp	MTBP
Mtch1	MTCH1
Mtch2	MTCH2
Mtcl1	MTCL1
Mtcp1	MTCP1
Mtdh	MTDH
Mterf1a	MTERF1
Mterf1b	MTERF1
Mterf2	MTERF2
Mterf3	MTERF3
Mterf4	MTERF4
Mtf1	MTF1
Mtf2	MTF2
Mtfmt	MTFMT
Mtfp1	MTFP1
Mtfr1	MTFR1
Mtfr1l	MTFR1L
Mtfr2	MTFR2
Mtg1	MTG1
Mtg2	MTG2
Mthfd1	MTHFD1
Mthfd1l	MTHFD1L
Mthfd2	MTHFD2
Mthfd2l	MTHFD2L
Mthfr	MTHFR
Mthfs	MTHFS
Mthfs	ST20-MTHFS
Mthfsd	MTHFSD
Mthfsl	MTHFS
Mthfsl	ST20-MTHFS
Mtif2	MTIF2
Mtif3	MTIF3
Mtln	MTLN
Mtm1	MTM1
Mtmr1	MTMR1
Mtmr10	MTMR10
Mtmr11	MTMR11
Mtmr12	MTMR12
Mtmr14	MTMR14
Mtmr2	MTMR2
Mtmr3	MTMR3
Mtmr4	MTMR4
Mtmr6	MTMR6
Mtmr7	MTMR7
Mtmr9	MTMR9
Mtnr1a	MTNR1A
Mtnr1b	MTNR1B
Mto1	MTO1
Mtor	MTOR
Mtpap	MTPAP
Mtpn	MTPN
Mtr	MTR
Mtrex	MTREX
Mtrf1	MTRF1
Mtrf1l	MTRF1L
Mtrr	MTRR
Mtss1	MTSS1
Mtss2	MTSS2
Mttp	MTTP
Mturn	MTURN
Mtus1	MTUS1
Mtus2	MTUS2
Mtx1	MTX1
Mtx2	MTX2
Mtx3	MTX3
Muc1	MUC1
Muc13	MUC13
Muc15	MUC15
Muc16	MUC16
Muc20	MUC20
Muc3	MUC17
Muc3a	MUC3A
Muc4	MUC4
Muc5ac	MUC5AC
Muc5b	MUC5B
Muc6	MUC6
Mucl3	MUCL3
Mug1	PZP
Mug2	PZP
Mul1	MUL1
Mus81	MUS81
Musk	MUSK
Mustn1	MUSTN1
Mutyh	MUTYH
Mvb12a	MVB12A
Mvb12b	MVB12B
Mvd	MVD
Mvk	MVK
Mvp	MVP
Mx1	MX1
Mx2	MX1
Mxd1	MXD1
Mxd3	MXD3
Mxd4	MXD4
Mxi1	MXI1
Mxra8	MXRA8
Myadm	MYADM
Myadml2	MYADML2
Myb	MYB
Mybbp1a	MYBBP1A
Mybl1	MYBL1
Mybl2	MYBL2
Mybpc1	MYBPC1
Mybpc2	MYBPC2
Mybpc3	MYBPC3
Mybph	MYBPH
Mybphl	MYBPHL
Myc	MYC
Mycbp	MYCBP
Mycbp2	MYCBP2
Mycbpap	MYCBPAP
Mycl	MYCL
Mycn	MYCN
Mycs	MYCN
Myct1	MYCT1
Myd88	MYD88
Mydgf	MYDGF
Myef2	MYEF2
Myf5	MYF5
Myf6	MYF6
Myg1	C12orf10
Myh1	MYH1
Myh10	MYH10
Myh11	MYH11
Myh13	MYH13
Myh14	MYH14
Myh15	MYH15
Myh3	MYH3
Myh6	MYH6
Myh7	MYH7
Myh7b	MYH7B
Myh8	MYH8
Myh9	MYH9
Myl1	MYL1
Myl10	MYL10
Myl12a	MYL12A
Myl12b	MYL12B
Myl2	MYL2
Myl3	MYL3
Myl4	MYL4
Myl6b	MYL6B
Myl7	MYL7
Myl9	MYL9
Mylip	MYLIP
Mylk	MYLK
Mylk2	MYLK2
Mylk3	MYLK3
Mylk4	MYLK4
Mylpf	MYLPF
Mymk	MYMK
Mymx	MYMX
Mynn	MYNN
Myo10	MYO10
Myo15	MYO15A
Myo15b	MYO15B
Myo16	MYO16
Myo18a	MYO18A
Myo18b	MYO18B
Myo19	MYO19
Myo1a	MYO1A
Myo1b	MYO1B
Myo1c	MYO1C
Myo1d	MYO1D
Myo1e	MYO1E
Myo1f	MYO1F
Myo1g	MYO1G
Myo1h	MYO1H
Myo3a	MYO3A
Myo3b	MYO3B
Myo5a	MYO5A
Myo5b	MYO5B
Myo5c	MYO5C
Myo6	MYO6
Myo7a	MYO7A
Myo7b	MYO7B
Myo9a	MYO9A
Myo9b	MYO9B
Myoc	MYOC
Myocd	MYOCD
Myod1	MYOD1
Myof	MYOF
Myog	MYOG
Myom1	MYOM1
Myom2	MYOM2
Myom3	MYOM3
Myorg	MYORG
Myot	MYOT
Myoz1	MYOZ1
Myoz2	MYOZ2
Myoz3	MYOZ3
Mypn	MYPN
Mypop	MYPOP
Myrf	MYRF
Myrfl	MYRFL
Mysm1	MYSM1
Myt1	MYT1
Myt1l	MYT1L
Myzap	GCOM1
Myzap	MYZAP
Mzb1	MZB1
Mzf1	MZF1
Mzt1	MZT1
Mzt2	MZT2B
Mzt2	MZT2A
n-R5s104	RNA5S2
n-R5s105	RNA5S4
n-R5s107	RNA5S11
n-R5s107	RNA5S16
n-R5s108	RNA5S4
n-R5s109	RNA5S14
n-R5s112	RNA5S14
n-R5s117	RNA5S5
n-R5s120	RNA5S14
n-R5s121	RNA5S4
n-R5s125	RNA5S14
n-R5s133	RNA5S6
n-R5s142	RNA5S13
n-R5s150	RNA5SP172
n-R5s185	RNA5SP443
n-R5s193	RNA5S14
n-R5s197	RNA5SP443
n-R5s71	RNA5SP443
n-R5s77	RNA5SP443
N4bp1	N4BP1
N4bp2	N4BP2
N4bp2l1	N4BP2L1
N4bp2l2	N4BP2L2
N4bp3	N4BP3
N6amt1	N6AMT1
Naa10	NAA10
Naa15	NAA15
Naa16	NAA16
Naa20	NAA20
Naa25	NAA25
Naa30	NAA30
Naa35	NAA35
Naa38	NAA38
Naa40	NAA40
Naa50	NAA50
Naa60	NAA60
Naa80	NAA80
Naaa	NAAA
Naalad2	NAALAD2
Naaladl1	NAALADL1
Naaladl2	NAALADL2
Nab1	NAB1
Nab2	NAB2
Nabp1	NABP1
Nabp2	NABP2
Naca	NACA
Nacad	NACAD
Nacc1	NACC1
Nacc2	NACC2
Nadk	NADK
Nadk2	NADK2
Nadsyn1	NADSYN1
Nae1	NAE1
Naf1	NAF1
Naga	NAGA
Nagk	NAGK
Naglu	NAGLU
Nagpa	NAGPA
Nags	NAGS
Naif1	NAIF1
Nalcn	NALCN
Nampt	NAMPT
Nanog	NANOG
Nanog	NANOGP8
Nanos1	NANOS1
Nanos3	NANOS3
Nanp	NANP
Nans	NANS
Nap1l1	NAP1L1
Nap1l2	NAP1L2
Nap1l3	NAP1L3
Nap1l4	NAP1L4
Nap1l5	NAP1L5
Napa	NAPA
Napb	NAPB
Napepld	NAPEPLD
Napg	NAPG
Naprt	NAPRT
Napsa	NAPSA
Narf	NARF
Nars	NARS1
Nars2	NARS2
Nasp	NASP
Nat1	NAT2
Nat1	NAT1
Nat10	NAT10
Nat14	NAT14
Nat2	NAT2
Nat2	NAT1
Nat3	NAT2
Nat3	NAT1
Nat8	NAT8
Nat8	NAT8B
Nat8f1	NAT8
Nat8f1	NAT8B
Nat8f2	NAT8
Nat8f2	NAT8B
Nat8f3	NAT8
Nat8f3	NAT8B
Nat8f4	NAT8
Nat8f4	NAT8B
Nat8f5	NAT8
Nat8f5	NAT8B
Nat8f6	NAT8
Nat8f6	NAT8B
Nat8f7	NAT8
Nat8f7	NAT8B
Nat8l	NAT8L
Nat9	NAT9
Natd1	NATD1
Nav1	NAV1
Nav2	NAV2
Nav3	NAV3
Naxd	NAXD
Naxe	NAXE
Nbas	NBAS
Nbea	NBEA
Nbeal1	NBEAL1
Nbeal2	NBEAL2
Nbl1	NBL1
Nbn	NBN
Nbr1	NBR1
Ncald	NCALD
Ncam1	NCAM1
Ncam2	NCAM2
Ncan	NCAN
Ncapd2	NCAPD2
Ncapd3	NCAPD3
Ncapg	NCAPG
Ncapg2	NCAPG2
Ncaph	NCAPH
Ncaph2	NCAPH2
Ncbp1	NCBP1
Ncbp2	NCBP2
Ncbp3	NCBP3
Nccrp1	NCCRP1
Ncdn	NCDN
Nceh1	NCEH1
Ncf1	NCF1
Ncf2	NCF2
Ncf4	NCF4
Nck1	NCK1
Nck2	NCK2
Nckap1	NCKAP1
Nckap1l	NCKAP1L
Nckap5	NCKAP5
Nckap5l	NCKAP5L
Nckipsd	NCKIPSD
Ncl	NCL
Ncln	NCLN
Ncmap	NCMAP
Ncoa1	NCOA1
Ncoa2	NCOA2
Ncoa3	NCOA3
Ncoa4	NCOA4
Ncoa5	NCOA5
Ncoa6	NCOA6
Ncoa7	NCOA7
Ncor1	NCOR1
Ncor2	NCOR2
Ncr1	NCR1
Ncs1	NCS1
Ncstn	NCSTN
Ndc1	NDC1
Ndc80	NDC80
Nde1	NDE1
Ndel1	NDEL1
Ndfip1	NDFIP1
Ndfip2	NDFIP2
Ndn	NDN
Ndnf	NDNF
Ndor1	NDOR1
Ndp	NDP
Ndrg1	NDRG1
Ndrg2	NDRG2
Ndrg3	NDRG3
Ndrg4	NDRG4
Ndst1	NDST1
Ndst2	NDST2
Ndst3	NDST3
Ndst4	NDST4
Ndufa1	NDUFA1
Ndufa10	NDUFA10
Ndufa11	NDUFA11
Ndufa12	NDUFA12
Ndufa13	NDUFA13
Ndufa2	NDUFA2
Ndufa3	NDUFA3
Ndufa4	NDUFA4
Ndufa4l2	NDUFA4L2
Ndufa5	NDUFA5
Ndufa6	NDUFA6
Ndufa7	NDUFA7
Ndufa8	NDUFA8
Ndufa9	NDUFA9
Ndufab1	NDUFAB1
Ndufaf1	NDUFAF1
Ndufaf2	NDUFAF2
Ndufaf3	NDUFAF3
Ndufaf4	NDUFAF4
Ndufaf5	NDUFAF5
Ndufaf6	NDUFAF6
Ndufaf7	NDUFAF7
Ndufaf8	NDUFAF8
Ndufb1-ps	NDUFB1
Ndufb10	NDUFB10
Ndufb11	NDUFB11
Ndufb2	NDUFB2
Ndufb3	NDUFB3
Ndufb4	NDUFB4
Ndufb5	NDUFB5
Ndufb6	NDUFB6
Ndufb7	NDUFB7
Ndufb8	NDUFB8
Ndufb9	NDUFB9
Ndufc1	NDUFC1
Ndufc2	NDUFC2
Ndufc2	NDUFC2-KCTD14
Ndufs1	NDUFS1
Ndufs2	NDUFS2
Ndufs3	NDUFS3
Ndufs4	NDUFS4
Ndufs5	NDUFS5
Ndufs6	NDUFS6
Ndufs7	NDUFS7
Ndufs8	NDUFS8
Ndufv1	NDUFV1
Ndufv2	NDUFV2
Ndufv3	NDUFV3
Neb	NEB
Necab1	NECAB1
Necab2	NECAB2
Necab3	NECAB3
Necap1	NECAP1
Necap2	NECAP2
Nectin1	NECTIN1
Nectin2	NECTIN2
Nectin3	NECTIN3
Nectin4	NECTIN4
Nedd1	NEDD1
Nedd4	NEDD4
Nedd4l	NEDD4L
Nedd8	NEDD8
Nedd9	NEDD9
Nefh	NEFH
Nefl	NEFL
Negr1	NEGR1
Neil1	NEIL1
Neil2	NEIL2
Neil3	NEIL3
Nek1	NEK1
Nek10	NEK10
Nek11	NEK11
Nek2	NEK2
Nek3	NEK3
Nek4	NEK4
Nek5	NEK5
Nek6	NEK6
Nek7	NEK7
Nek8	NEK8
Nek9	NEK9
Nelfa	NELFA
Nelfb	NELFB
Nelfcd	NELFCD
Nelfe	NELFE
Nell1	NELL1
Nell2	NELL2
Nemf	NEMF
Nemp1	NEMP1
Nemp2	NEMP2
Nenf	NENF
Neo1	NEO1
Nepro	NEPRO
Nes	NES
Net1	NET1
Neto1	NETO1
Neto2	NETO2
Neu1	NEU1
Neu2	NEU2
Neu3	NEU3
Neu4	NEU4
Neurl1a	NEURL1
Neurl1b	NEURL1B
Neurl2	NEURL2
Neurl3	NEURL3
Neurl4	NEURL4
Neurod1	NEUROD1
Neurod2	NEUROD2
Neurod4	NEUROD4
Neurod6	NEUROD6
Neurog1	NEUROG1
Neurog2	NEUROG2
Neurog3	NEUROG3
Nexmif	NEXMIF
Nexn	NEXN
Nf1	NF1
Nf2	NF2
Nfam1	NFAM1
Nfasc	NFASC
Nfat5	NFAT5
Nfatc1	NFATC1
Nfatc2	NFATC2
Nfatc2ip	NFATC2IP
Nfatc3	NFATC3
Nfatc4	NFATC4
Nfe2	NFE2
Nfe2l1	NFE2L1
Nfe2l2	NFE2L2
Nfe2l3	NFE2L3
Nfia	NFIA
Nfib	NFIB
Nfic	NFIC
Nfil3	NFIL3
Nfix	NFIX
Nfkb1	NFKB1
Nfkb2	NFKB2
Nfkbia	NFKBIA
Nfkbib	NFKBIB
Nfkbid	NFKBID
Nfkbie	NFKBIE
Nfkbil1	NFKBIL1
Nfkbiz	NFKBIZ
Nfrkb	NFRKB
Nfs1	NFS1
Nfu1	NFU1
Nfx1	NFX1
Nfxl1	NFXL1
Nfya	NFYA
Nfyb	NFYB
Nfyc	NFYC
Ngb	NGB
Ngdn	NGDN
Ngef	NGEF
Ngf	NGF
Ngfr	NGFR
Ngly1	NGLY1
Ngrn	NGRN
Nhej1	NHEJ1
Nhlh1	NHLH1
Nhlh2	NHLH2
Nhlrc1	NHLRC1
Nhlrc2	NHLRC2
Nhlrc3	NHLRC3
Nhlrc4	NHLRC4
Nhp2	NHP2
Nhs	NHS
Nhsl1	NHSL1
Nhsl2	NHSL2
Nicn1	NICN1
Nid1	NID1
Nid2	NID2
Nif3l1	NIF3L1
Nifk	NIFK
Nim1k	NIM1K
Nin	NIN
Ninj1	NINJ1
Ninj2	NINJ2
Ninl	NINL
Nip7	NIP7
Nipa1	NIPA1
Nipa2	NIPA2
Nipal1	NIPAL1
Nipal2	NIPAL2
Nipal3	NIPAL3
Nipal4	NIPAL4
Nipbl	NIPBL
Nipsnap1	NIPSNAP1
Nipsnap2	NIPSNAP2
Nipsnap3a	NIPSNAP3A
Nipsnap3b	NIPSNAP3A
Nisch	NISCH
Nit1	NIT1
Nit2	NIT2
Nkain1	NKAIN1
Nkain2	NKAIN2
Nkain3	NKAIN3
Nkain4	NKAIN4
Nkap	NKAP
Nkapd1	NKAPD1
Nkapl	NKAPL
Nkd1	NKD1
Nkd2	NKD2
Nkg7	NKG7
Nkiras1	NKIRAS1
Nkiras2	NKIRAS2
Nkpd1	NKPD1
Nkrf	NKRF
Nktr	NKTR
Nkx1-1	NKX1-1
Nkx1-2	NKX1-2
Nkx2-1	NKX2-1
Nkx2-2	NKX2-2
Nkx2-3	NKX2-3
Nkx2-4	NKX2-4
Nkx2-5	NKX2-5
Nkx2-6	NKX2-6
Nkx2-9	NKX2-8
Nkx3-1	NKX3-1
Nkx3-2	NKX3-2
Nkx6-1	NKX6-1
Nkx6-2	NKX6-2
Nkx6-3	NKX6-3
Nle1	NLE1
Nlgn1	NLGN1
Nlgn2	NLGN2
Nlgn3	NLGN3
Nlk	NLK
Nln	NLN
Nlrc3	NLRC3
Nlrc4	NLRC4
Nlrc5	NLRC5
Nlrp10	NLRP10
Nlrp12	NLRP12
Nlrp14	NLRP14
Nlrp1a	NLRP1
Nlrp1b	NLRP1
Nlrp2	NLRP2
Nlrp3	NLRP3
Nlrp4a	NLRP4
Nlrp4b	NLRP4
Nlrp4c	NLRP4
Nlrp4e	NLRP4
Nlrp4f	NLRP4
Nlrp5	NLRP5
Nlrp6	NLRP6
Nlrp9a	NLRP9
Nlrp9b	NLRP9
Nlrp9c	NLRP9
Nlrx1	NLRX1
Nmb	NMB
Nmbr	NMBR
Nmd3	NMD3
Nme1	NME1
Nme2	NME2
Nme3	NME3
Nme4	NME4
Nme5	NME5
Nme6	NME6
Nme7	NME7
Nme8	NME8
Nme9	NME9
Nmi	NMI
Nmnat1	NMNAT1
Nmnat2	NMNAT2
Nmnat3	NMNAT3
Nmral1	NMRAL1
Nmrk1	NMRK1
Nmrk2	NMRK2
Nms	NMS
Nmt1	NMT1
Nmt2	NMT2
Nmu	NMU
Nmur1	NMUR1
Nmur2	NMUR2
Nnmt	NNMT
Nnt	NNT
Noa1	NOA1
Nob1	NOB1
Nobox	NOBOX
Noc2l	NOC2L
Noc3l	NOC3L
Noc4l	NOC4L
Noct	NOCT
Nod1	NOD1
Nod2	NOD2
Nodal	NODAL
Nog	NOG
Nol10	NOL10
Nol11	NOL11
Nol12	NOL12
Nol3	NOL3
Nol4	NOL4
Nol4l	NOL4L
Nol6	NOL6
Nol7	NOL7
Nol8	NOL8
Nol9	NOL9
Nolc1	NOLC1
Nom1	NOM1
Nomo1	NOMO3
Nomo1	NOMO1
Nomo1	NOMO2
Nono	NONO
Nop10	NOP10
Nop14	NOP14
Nop53	NOP53
Nop56	NOP56
Nop58	NOP58
Nop9	NOP9
Nos1	NOS1
Nos1ap	NOS1AP
Nos2	NOS2
Nos3	NOS3
Nosip	NOSIP
Nostrin	NOSTRIN
Notch1	NOTCH1
Notch2	NOTCH2
Notch3	NOTCH3
Noto	NOTO
Notum	NOTUM
Nova1	NOVA1
Nova2	NOVA2
Nox1	NOX1
Nox3	NOX3
Nox4	NOX4
Noxa1	NOXA1
Noxo1	NOXO1
Noxred1	NOXRED1
Npas1	NPAS1
Npas2	NPAS2
Npas3	NPAS3
Npas4	NPAS4
Npat	NPAT
Npb	NPB
Npbwr1	NPBWR1
Npc1	NPC1
Npc1l1	NPC1L1
Npc2	NPC2
Npdc1	NPDC1
Npepl1	NPEPL1
Npepps	NPEPPS
Npff	NPFF
Npffr1	NPFFR1
Npffr2	NPFFR2
Nphp1	NPHP1
Nphp3	NPHP3
Nphp3	NPHP3-ACAD11
Nphp4	NPHP4
Nphs1	NPHS1
Nphs2	NPHS2
Npl	NPL
Nploc4	NPLOC4
Npm2	NPM2
Npm3	NPM3
Npnt	NPNT
Nppa	NPPA
Nppb	NPPB
Nppc	NPPC
Npr1	NPR1
Npr2	NPR2
Npr3	NPR3
Nprl2	NPRL2
Nprl3	NPRL3
Nps	NPS
Npsr1	NPSR1
Nptn	NPTN
Nptx1	NPTX1
Nptx2	NPTX2
Nptxr	NPTXR
Npvf	NPVF
Npw	NPW
Npy	NPY
Npy1r	NPY1R
Npy2r	NPY2R
Npy4r	NPY4R
Npy4r	NPY4R2
Npy5r	NPY5R
Nqo1	NQO1
Nqo2	NQO2
Nr0b1	NR0B1
Nr0b2	NR0B2
Nr1d1	NR1D1
Nr1d2	NR1D2
Nr1h2	NR1H2
Nr1h3	NR1H3
Nr1h4	NR1H4
Nr1i2	NR1I2
Nr1i3	NR1I3
Nr2c1	NR2C1
Nr2c2	NR2C2
Nr2c2ap	NR2C2AP
Nr2e1	NR2E1
Nr2e3	NR2E3
Nr2f1	NR2F1
Nr2f2	NR2F2
Nr2f6	NR2F6
Nr3c1	NR3C1
Nr3c2	NR3C2
Nr4a1	NR4A1
Nr4a2	NR4A2
Nr4a3	NR4A3
Nr5a1	NR5A1
Nr5a2	NR5A2
Nr6a1	NR6A1
Nrap	NRAP
Nrarp	NRARP
Nras	NRAS
Nrbf2	NRBF2
Nrbp1	NRBP1
Nrbp2	NRBP2
Nrcam	NRCAM
Nrd1	NRDC
Nrde2	NRDE2
Nrep	NREP
Nrf1	NRF1
